ID,Name,Address,City,State,County,Type,Ownership,Emergency Services,Can.use.EHRs,Overall rating,Mortality national comparison,Readmission,Patient.experience,Effectiveness.of.care,Timeliness.of.care
340008,SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,LAURINBURG,NC,SCOTLAND,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
340010,WAYNE MEMORIAL HOSPITAL,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,WAYNE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
340013,RUTHERFORD REGIONAL MEDICAL CENTER,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,RUTHERFORD,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,FORSYTH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,612 MOCKSVILLE AVE,SALISBURY,NC,ROWAN,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Same as the national average,Below the national average,Above the national average,Same as the national average
340016,HARRIS REGIONAL HOSPITAL,68 HOSPITAL RD,SYLVA,NC,JACKSON,Acute Care Hospitals,Proprietary,Yes,Y,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,HENDERSON,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,LEE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,201 E GROVER ST,SHELBY,NC,CLEVELAND,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
340023,PARK RIDGE HEALTH,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,HENDERSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN ST,CLINTON,NC,SAMPSON,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340027,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,LENOIR,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,CUMBERLAND,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average
340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3814 DUMC  ERWIN RD,DURHAM,NC,DURHAM,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average
340032,CAROMONT REGIONAL MEDICAL CENTER,2525 COURT DR,GASTONIA,NC,GASTON,Acute Care Hospitals,Government - Local,Yes,Y,4,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average
340037,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,706 W KING ST,KINGS MOUNTAIN,NC,CLEVELAND,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,IREDELL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340040,VIDANT MEDICAL CENTER,2100 STANTONSBURG RD,GREENVILLE,NC,PITT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average
340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,CALDWELL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,ONSLOW,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,FORSYTH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340049,NORTH CAROLINA SPECIALTY HOSPITAL,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,DURHAM,Acute Care Hospitals,Proprietary,No,Y,NA,NA,NA,Above the national average,NA,NA
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,ROBESON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average
340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,WATAUGA,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340060,MOREHEAD MEMORIAL HOSPITAL,117 E KINGS HIGHWAY,EDEN,NC,ROCKINGHAM,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,ORANGE,Acute Care Hospitals,Government - State,Yes,Y,2,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average
340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,NC,WILKES,Acute Care Hospitals,Government - Local,Yes,Y,2,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,COLUMBUS,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,NC,WAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,ALAMANCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340071,BETSY JOHNSON REGIONAL  HOSPITAL,800 TILGHMAN DR,DUNN,NC,HARNETT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,WAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average
340075,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,2201 S STERLING ST,MORGANTON,NC,BURKE,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
340084,CAROLINAS HEALTH CARE SYSTEM ANSON,2301 US HIGHWAY 74 WEST,WADESBORO,NC,ANSON,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average
340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,MCDOWELL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
340090,JOHNSTON HEALTH,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,JOHNSTON,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average
340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,NC,GUILFORD,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,DAVIDSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,SURRY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average
340098,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,10628 PARK RD,CHARLOTTE,NC,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,HERTFORD,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
340106,SANDHILLS REGIONAL MEDICAL CENTER,1000 WEST HAMLET AVENUE,HAMLET,NC,RICHMOND,Acute Care Hospitals,Proprietary,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,EDGECOMBE,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average
340109,SENTARA ALBEMARLE MEDICAL CENTER,1144 N ROAD ST,ELIZABETH CITY,NC,PASQUOTANK,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,WAKE,Acute Care Hospitals,Government - State,Yes,Y,3,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,MOORE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average
340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,CATAWBA,Acute Care Hospitals,Proprietary,Yes,Y,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
340119,CAROLINAS HEALTHCARE SYSTEM STANLY,301 YADKIN ST,ALBEMARLE,NC,STANLY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
340120,VIDANT DUPLIN  HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,DUPLIN,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,RANDOLPH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,WILSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
340127,GRANVILLE HEALTH SYSTEMS,COLLEGE ST BOX 947,OXFORD,NC,GRANVILLE,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,IREDELL,Acute Care Hospitals,Proprietary,Yes,Y,2,Below the national average,Same as the national average,Below the national average,Same as the national average,Above the national average
340130,CAROLINAS HEALTHCARE SYSTEM UNION,600 HOSPITAL DR,MONROE,NC,UNION,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,CRAVEN,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average
340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,VANCE,Acute Care Hospitals,Proprietary,Yes,Y,2,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average
340133,MARTIN GENERAL HOSPITAL,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,MARTIN,Acute Care Hospitals,Government - Local,Yes,Y,2,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,NEW HANOVER,Acute Care Hospitals,Government - Local,Yes,Y,3,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,CARTERET,Acute Care Hospitals,Proprietary,Yes,Y,3,Below the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,CATAWBA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
340144,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,IREDELL,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
340145,CAROLINAS HEALTHCARE SYSTEM LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,LINCOLN,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,NASH,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average
340148,NOVANT HEALTH MEDICAL PARK HOSPITAL,1950 S HAWTHORNE RD,WINSTON-SALEM,NC,FORSYTH,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,NA,NA,NA,Above the national average,NA,NA
340151,HALIFAX REGIONAL MEDICAL CENTER INC,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,HALIFAX,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
340155,DUKE REGIONAL HOSPITAL,3643 N ROXBORO ROAD,DURHAM,NC,DURHAM,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
340156,CHEROKEE INDIAN HOSPITAL AUTHORITY,CALLER BOX C268,CHEROKEE,NC,SWAIN,Acute Care Hospitals,Government - Federal,Yes,Y,NA,NA,NA,NA,NA,NA
340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,BRUNSWICK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
340159,PERSON MEMORIAL HOSPITAL,615 RIDGE RD,ROXBORO,NC,PERSON,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average
340166,CAROLINAS MED CTR-UNIVERSITY,8800 NORTH TYRON STREET,CHARLOTTE,NC,MECKLENBURG,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
340168,WILMINGTON TREATMENT CENTER,2520 TROY DRIVE,WILMINGTON,NC,NEW HANOVER,Acute Care Hospitals,Voluntary non-profit - Private,No,,NA,NA,NA,NA,NA,NA
340171,NOVANT HEALTH MATTHEWS MEDICAL CENTER,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
340173,"WAKEMED, CARY HOSPITAL",1900 KILDARE FARM ROAD,CARY,NC,WAKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
340183,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,10030 GILEAD ROAD,HUNTERSVILLE,NC,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
340184,HAYWOOD REGIONAL MEDICAL CENTER,262 LEROY GEORGE DRIVE,CLYDE,NC,HAYWOOD,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
340186,VIDANT BEAUFORT HOSPITAL,628 E 12TH ST,WASHINGTON,NC,BEAUFORT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
340187,DAVIE MEDICAL CENTER,223 HOSPITAL STREET,MOCKSVILLE,NC,DAVIE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,Same as the national average,Same as the national average
340188,CAPE FEAR VALLEY HOKE HOSPITAL,210 MEDICAL PAVILION DRIVE,RAEFORD,NC,HOKE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,Above the national average,Same as the national average,Same as the national average
340189,CAROLINAS  CONTINUECARE HOSPITAL AT UNIVERSITY,8800 NORTH TRYON ST 4TH FLOOR,CHARLOTTE,NC,MECKLENBURG,Acute Care Hospitals,Voluntary non-profit - Private,No,,NA,NA,NA,NA,NA,NA
341302,OUR COMMUNITY HOSPITAL,921 JUNIOR HIGH ROAD,SCOTLAND NECK,NC,HALIFAX,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,NA,NA,NA,NA,NA,NA
341303,FIRSTHEALTH MONTGOMERY MEMORIAL HOSP,520 ALLEN STREET,TROY,NC,MONTGOMERY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,NA,Same as the national average,NA,Same as the national average,Above the national average
341304,VIDANT BERTIE  HOSPITAL,1403 SOUTH KINGS STREET,WINDSOR,NC,BERTIE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
341305,SWAIN COUNTY HOSPITAL,45 PLATEAU STREET,BRYSON CITY,NC,SWAIN,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,NA,NA
341307,PENDER MEMORIAL HOSPITAL,507 E FREMONT ST,BURGAW,NC,PENDER,Critical Access Hospitals,Government - Local,Yes,Y,NA,Same as the national average,Same as the national average,NA,NA,NA
341311,CHATHAM HOSPITAL INC,475 PROGRESS BLVD,SILER CITY,NC,CHATHAM,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,Same as the national average,Above the national average,NA,NA
341314,WASHINGTON COUNTY HOSP INC,958 US HWY 64 EAST,PLYMOUTH,NC,WASHINGTON,Critical Access Hospitals,Proprietary,Yes,Y,NA,Same as the national average,Same as the national average,NA,NA,NA
341315,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,501 SOUTH POPLAR STREET,ELIZABETHTOWN,NC,BLADEN,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
341316,HIGHLANDS CASHIERS HOSPITAL INC,190 HOSPITAL DRIVE,HIGHLANDS,NC,MACON,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,Same as the national average,Same as the national average,NA,NA,NA
341317,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,1570 NC 8 & 89 HWY NORTH,DANBURY,NC,STOKES,Critical Access Hospitals,Proprietary,Yes,Y,NA,NA,NA,NA,NA,NA
341318,VIDANT CHOWAN HOSPITAL,211 VIRGINIA RD,EDENTON,NC,CHOWAN,Critical Access Hospitals,Government - Local,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
341319,"TRANSYLVANIA REGIONAL HOSPITAL, INC",90 HOSPITAL DRIVE PO BOX 1116,BREVARD,NC,TRANSYLVANIA,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
341320,ALLEGHANY COUNTY MEMORIAL HOSPITAL,617 DOCTORS STREET,SPARTA,NC,ALLEGHANY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,NA,NA,Above the national average
341322,ST LUKES HOSPITAL,101 HOSPITAL DRIVE,COLUMBUS,NC,POLK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,NA,NA
341323,CHARLES A CANNON JR MEMORIAL HOSPITAL,434 HOSPITAL DRIVE,LINVILLE,NC,AVERY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,NA,NA
341324,"THE OUTER BANKS HOSPITAL, INC",4800 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,DARE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average
341325,ASHE MEMORIAL HOSPITAL,200 HOSPITAL AVE,JEFFERSON,NC,ASHE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,NA,Same as the national average
341326,ANGEL MEDICAL CENTER,120 RIVERVIEW ST PO BOX 1209,FRANKLIN,NC,MACON,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
341327,J ARTHUR DOSHER MEMORIAL HOSPITAL,924 HOWE ST,SOUTHPORT,NC,BRUNSWICK,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,NA,Same as the national average
341328,MURPHY MEDICAL CENTER INC,3990 EAST US HIGHWAY 64 ALT,MURPHY,NC,CHEROKEE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
341329,"BLUE RIDGE REGIONAL HOSPITAL, INC",125 HOSPITAL DR,SPRUCE PINE,NC,MITCHELL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,NA,Same as the national average,Above the national average,Same as the national average,Above the national average
350002,CHI ST ALEXIUS HEALTH BISMARCK,900 E BROADWAY,BISMARCK,ND,BURLEIGH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
350006,TRINITY HOSPITALS,407 3RD ST SE,MINOT,ND,WARD,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,ND,CASS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average
350015,SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,BISMARCK,ND,BURLEIGH,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
350019,ALTRU HOSPITAL,1200 S COLUMBIA RD,GRAND FORKS,ND,GRAND FORKS,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
350063,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,PO BOX 160,BELCOURT,ND,ROLETTE,Acute Care Hospitals,Government - Federal,Yes,Y,NA,NA,NA,NA,Same as the national average,NA
350064,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,10 NORTH RIVER ROAD,FORT YATES,ND,SIOUX,Acute Care Hospitals,Government - Federal,Yes,Y,NA,NA,NA,NA,NA,NA
350070,ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,FARGO,ND,CASS,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
351300,TIOGA MEDICAL CENTER,810 N WELO ST,TIOGA,ND,WILLIAMS,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,NA,NA
351301,MOUNTRAIL COUNTY MEDICAL CENTER,615 6TH ST SE,STANLEY,ND,MOUNTRAIL,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,NA,NA
351302,MCKENZIE COUNTY HEALTHCARE SYSTEMS,516 NORTH MAIN ST,WATFORD CITY,ND,MCKENZIE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,Same as the national average,Same as the national average
351303,GARRISON MEMORIAL HOSPITAL,407 3RD AVE SE,GARRISON,ND,MCLEAN,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,NA,NA,NA,NA,NA,NA
351304,CHI ST ALEXIUS HEALTH TURTLE LAKE,220 5TH AVE W,TURTLE LAKE,ND,MCLEAN,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,NA,NA
