id,name,property_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,number_of_reviews,review_scores_rating
5287327,Modern Chic 1BD NE Apt,Apartment,4,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$120.00,2,2,90
7172949,Room/private bath in Modern House,Condominium,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$55.00,1,2,100
5066722,Dream like a baby on Memory Foam!,House,2,1.5,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$59.00,6,1,100
7244403,"Cute, artsy apartment off of H St!",Apartment,3,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$95.00,2,13,97
4907627,Capitol Hill & H St. with Fireplace,House,2,1.5,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$79.00,6,10,100
6091385,Capitol Hill sunny bay window suite,House,2,1,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials}",$85.00,1,29,97
3199232,Elegant Historic Capitol Hill home,House,8,2.5,3,8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$285.00,2,9,100
5370128,Unbeatable Capitol Hill Location,House,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$70.00,1,0,
6094211,Amazing Luxury Condo in the City!,Apartment,4,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",Essentials}",$100.00,1,11,93
6795052,Cozy & Lovely -Capitol Hill & H St.,House,2,1.5,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$72.00,2,1,100
4545885,Beautiful Downtown Private Suite,House,4,1,1,2,"{Internet,""Wireless Internet"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$89.00,1,21,87
8403475,Capitol Hill cool,Apartment,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",$75.00,2,1,100
6041652,Art of Living Large!,Apartment,11,4.5,5,5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",Dog(s),""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$2,822.00",2,0,
766006,Private Room in Beautiful Townhouse,House,2,2.5,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",$85.00,2,76,93
6447899,Row House in Atlas District HStreet,House,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$189.00,1,4,100
6288146,Capitol Hill Room; 1 Block to Metro,House,2,1.5,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$69.00,3,28,94
1290893,Luxury Bed & Bath in Gorgeous House,House,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$118.00,12,10,94
266852,Private Suite in Capitol Hill Home,House,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",$75.00,2,318,96
5132940,Cozy Private Suite,House,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$79.00,1,74,96
6476539,Huge Rm near DC sites & transport,House,2,1.5,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$77.00,3,8,95
3190123,Private Room in Luxury Apartment,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$84.00,2,28,98
1165468,Harmony Suite on Capitol Hill,House,2,1,1,1,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$95.00,1,61,93
8483012,Historic convenient capitol hill,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,Washer,Dryer,Essentials}",$80.00,6,0,
5288168,Charming Capitol Hill Rowhouse,House,4,1,2,2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer}",$195.00,1,5,96
5559331,Row house near Union Station,House,2,1,0,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",$110.00,1,1,
3790017,Three Bedroom Capitol Hill Townhome,House,5,2,3,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$225.00,5,4,85
709828,Inauguration Week  Downtown DC Apt.,Apartment,4,1,,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$325.00,4,0,
4786526,"3br Walk to National Mall, H St",House,6,1.5,3,3,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$250.00,1,2,100
3061574,Spacious 1BR apt on the Hill w wifi,Apartment,3,1,1,2,"{""Wireless Internet"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Fire Extinguisher"",Essentials,Shampoo}",$95.00,2,14,86
8648582,DC Private Room+Bathroom+Parking!,House,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,Essentials}",$75.00,1,0,
1144756,Capitol Hill Elegance Union Station,House,6,3,3,3,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer}",$225.00,6,11,98
5748668,"Luxury building, by the NoMa Metro ",Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,Gym,""Elevator in Building"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$80.00,1,4,95
4658436,Hip & Cosy in DC,Apartment,4,1,1,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$137.00,1,28,97
2093954,*Private-Suite Lux Bath Near Metro*,House,4,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",$98.00,3,28,95
5772930,Sweet Capitol Hill Apartment,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$149.00,1,34,96
4498370,Modern 3 BR Rowhouse H St NE/Atlas ,House,6,1.5,3,3,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$250.00,2,11,93
4552932,Sunny English Basement on the hill,House,4,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",$150.00,2,26,98
4093665,"Chic, central, amazing amenities",Apartment,3,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$168.00,2,47,98
7837425,Private cozy room UnionStation,House,2,1.5,1,1,"{""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",$59.00,1,9,70
3897111,Capitol Hill English Basement,Apartment,2,1,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$80.00,3,1,80
7124780,"1 Bedroom Apt, 2nd Floor, H St. NE",Apartment,3,1,1,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$80.00,1,1,100
2897706,"Master Bedroom Suite, Capitol Hill!",House,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$126.00,1,51,93
538598,Tour Capitol Then H Street Bars,House,5,1.5,2,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer}",$125.00,6,0,
5718974,Beautiful Studio on Capitol Hill ,Apartment,2,1,0,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$100.00,5,4,80
6644726,The Little White House,Apartment,2,1,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$100.00,1,1,100
8065395,Awesome Town Home on H Street!,House,15,4.5,6,12,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$499.00,2,0,
4277425,Guest Quarters on Capitol Hill,Apartment,4,1,1,1,{},$195.00,3,2,90
4462489,Duplex Capitol Hill/H St- Huge,Apartment,4,2.5,1,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$100.00,3,1,100
7080111,History w/Amenities on Capitol Hill,Apartment,4,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$125.00,1,8,91
845033,Capitol Hill Sweet Suite,Apartment,4,1,1,2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$145.00,2,142,99
16684,Capitol Hill Guest Suite,House,2,1,0,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$175.00,3,141,98
8667480,Sunny Yoga Home on H Street NE,House,6,1,3,3,"{Internet,""Wireless Internet"",Heating,""Suitable for Events"",Essentials,Shampoo}",$199.00,1,0,
4974016,Full Apartment right off H St ,Apartment,3,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Safety Card""}",$75.00,1,12,88
8225441,Charming 2BR/1BA on Capitol Hill,Apartment,4,1,2,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$130.00,1,0,
5522108,"Cool contemporary, near everything",House,5,2,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",$150.00,1,3,100
5874372,"Two story, two bedroom town-home",House,5,1.5,2,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$220.00,1,3,93
6844537,Charming Atlas/Capitol Hill room,House,2,1.5,1,1,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$75.00,1,0,
885473,An Artist Den...Capitol Hill Living!,Apartment,5,1,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",Breakfast,Heating,""First Aid Kit"",""Fire Extinguisher"",Essentials}",$115.00,1,43,94
6726404,Charming Capitol Hill Apartment,Apartment,4,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$119.00,3,3,70
867117,Well-located Capitol Hill Rowhouse!,House,4,2.5,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",$225.00,3,36,97
877329,Atlas District/H St. Flat,Apartment,2,1,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",Shampoo}",$125.00,3,28,96
4639513,Loft in New Luxury Bldg near NPR,Apartment,3,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",$124.00,2,25,97
3155230,A Fabulous Little Cozy Room ,House,1,1,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$95.00,1,51,97
8391832,Sunny Home&Private Yoga Space on H,House,2,1,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials,Shampoo}",$59.00,1,1,100
1824864,Gracie's Place on Capitol Hill,Apartment,3,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",$149.00,2,1,89
6764653,Capitol Hill Luxury Apt w/Parking,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$99.00,4,6,100
7281163,Cap. Hill Basement 1b/1ba,Apartment,2,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,Washer,Dryer,""Fire Extinguisher"",Essentials,Shampoo}",$95.00,5,1,100
7760490,Capitol Hill's best,Apartment,4,1,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$126.00,1,1,100
7499000,Room just off hip H Street area,Condominium,1,0,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",$64.00,1,2,90
1571126,Paris on Capitol Hill Top Location!,House,6,2.5,2,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer}",$299.00,3,17,92
7346489,Middle Room 4 a Professional Female,House,1,1,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector""}",$35.00,1,8,78
2343987,Bedroom in Capitol Hill row-house,House,2,1.5,1,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$50.00,2,119,94
1901631,2BR Guest Suite - Union Station,House,6,1,2,4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$179.00,1,96,99
4930445,Heart of H Street's attractions,House,2,1.5,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$70.00,2,12,98
6317209,North Capitol Hill Basement Suite,Apartment,3,1,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$125.00,1,29,97
3779790,Historic District House (Union Stn),House,2,1,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$180.00,2,4,90
2554274,Amazing Apartment in DC. NoMa!,Apartment,2,1,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$79.00,1,22,97
55718,Sojourner's Room on Capitol Hill,House,1,,1,1,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$75.00,2,175,94
6551591,Charming Room with Great Amenities,Apartment,2,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",$100.00,7,0,
6975265,Awesome Studio in Fun Area,Apartment,2,1,0,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoke Detector"",""Fire Extinguisher"",Essentials}",$80.00,3,5,96
7020322,Cain Johnson Accommodations,Bed & Breakfast,4,2.5,2,2,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer}",$300.00,1,0,
6208208,Private Capitol Hill bedroom & bath,House,2,1.5,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",$107.00,1,4,100
6937329,H St Rowhouse,Apartment,6,1,3,3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",$250.00,1,0,
6937338,New Penthouse Flat ~ Walk 2 Mall!!,Apartment,6,1,3,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$199.00,3,9,96
5503750,NoMa comfy&private 1 BR w/own bath,House,3,2,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$90.00,1,55,98
6162662,"1 Bed w/Balcony, 1 Block to Metro.",Apartment,2,1,1,1,"{TV,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Pets live on this property"",Dog(s),""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials}",$105.00,1,2,100
7051125,Home w/backyard near Union Station,House,4,1,2,2,"{TV,""Air Conditioning"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$150.00,3,0,
5879055,Award Winning Hi Rise in NOMA,Apartment,3,1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,Doorman,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$125.00,2,4,100
5267060,Charming & Spacious Basement Apt.,Apartment,2,1,0,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",$85.00,2,45,98
2309905,Art Gallery Apartment - Sleeps 6,Apartment,6,1,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}",$225.00,3,4,85
